Attack,Defense,HP,Legendary,Sp. Atk,Sp. Def,Speed,winner
20.0,-5,7.700000000000003,0.0,-35.0,-25,35,1
-70.0,-70,-12.0,0.0,10.0,-65,-30,-1
-102.5,-57,6.5,0.0,-29.0,-48,32,-1
-35.0,-50,-45.0,0.0,-40.0,-30,-20,-1
-65.0,5,11.75,0.0,25.0,5,-55,-1
-2.0,-18,-10.799999999999997,0.0,128.0,-13,32,1
-14.0,4,-11.0,0.0,-29.0,-16,11,-1
30.0,-40,-11.75,0.0,-30.0,-50,40,1
-52.5,-20,-23.75,0.0,-72.5,-30,40,1
70.0,30,-35.0,0.0,55.0,-35,10,1
-38.0,-5,27.5,0.0,-18.0,-15,-24,-1
0.0,40,13.0,0.0,5.0,20,0,-1
-18.0,-2,1.0,0.0,-17.0,-15,13,1
-9.0,122,20.700000000000003,0.0,-50.0,-5,-30,-1
57.0,27,40.5,0.0,108.0,78,50,1
-107.5,0,-3.0,-1.0,-140.0,-60,15,1
45.0,5,4.75,0.0,10.0,10,10,1
-63.0,18,-26.199999999999996,0.0,-66.0,-16,-90,-1
212.0,-63,39.0,0.0,217.0,-33,0,-1
-75.0,0,-24.25,-1.0,-53.0,33,-51,-1
-27.0,5,-6.299999999999997,0.0,96.0,32,12,1
-81.0,-40,-40.0,0.0,-55.0,-40,-19,-1
-35.0,-6,-20.450000000000003,0.0,60.0,4,30,1
7.5,20,24.5,0.0,-12.5,71,19,1
-10.0,-30,-10.0,-1.0,20.0,5,-10,-1
-105.0,-85,-29.5,0.0,5.0,-45,10,1
30.0,-20,19.0,0.0,-85.0,-20,-30,-1
-28.0,38,-18.0,0.0,-18.0,38,-45,-1
-30.0,-75,-23.0,0.0,35.0,-10,18,1
-5.0,-27,7.5,0.0,-20.0,0,-5,-1
-25.0,5,-8.0,-1.0,-55.0,-25,-35,-1
5.0,-30,-1.0,0.0,5.0,-50,-31,-1
-78.5,-30,-32.75,-1.0,-66.5,0,-15,-1
-20.0,47,13.450000000000003,0.0,-10.0,-10,-3,-1
-30.0,-8,127.5,0.0,55.0,-65,-27,-1
50.0,-50,-14.25,0.0,-115.0,-70,-20,-1
25.0,55,23.25,1.0,75.0,60,40,1
-56.0,-15,-30.15,0.0,-29.0,-35,39,-1
-14.0,-65,-7.75,-1.0,-27.0,-85,-57,-1
-35.0,45,-28.75,0.0,-15.0,-30,5,1
40.0,-28,23.0,0.0,-10.0,-71,58,1
35.0,0,49.0,0.0,-110.0,-35,-80,1
-45.5,15,-21.199999999999996,0.0,-5.5,15,11,1
20.0,0,-3.0,0.0,-40.0,-60,10,1
-31.0,-32,3.75,0.0,17.0,-22,-54,-1
35.0,2,-5.75,0.0,10.0,-15,-15,-1
-35.0,-80,47.5,1.0,-10.0,75,30,1
-20.0,-40,-6.0,0.0,-75.0,-40,-50,-1
14.5,45,44.0,0.0,-2.5,25,21,1
30.0,-45,-18.75,0.0,-25.0,-60,-70,-1
41.0,13,19.0,0.0,15.0,-23,-2,-1
-25.0,60,-86.0,0.0,20.0,5,-10,-1
10.0,50,-4.5,0.0,-60.0,-40,-85,-1
47.0,22,47.5,0.0,57.0,102,16,1
20.0,0,9.0,0.0,40.0,-15,-55,-1
-7.0,-16,-4.299999999999997,0.0,-59.0,-43,-35,-1
-23.0,15,-6.75,0.0,-98.0,-45,-54,-1
-3.0,45,48.15,1.0,-6.0,32,33,1
30.0,20,-48.5,0.0,0.0,-23,-52,-1
-109.0,-95,-30.0,0.0,-10.0,-65,-41,-1
-30.0,-10,14.75,0.0,-6.5,12,-18,-1
-59.0,-31,0.4000000000000057,0.0,-81.5,9,-33,-1
9.0,12,-41.39999999999999,0.0,9.0,12,12,1
-45.0,-30,-50.75,0.0,-25.0,-10,25,1
-30.0,-22,-22.049999999999997,0.0,-5.0,-25,-20,-1
-67.5,-22,-31.5,0.0,-50.5,-20,-31,-1
120.0,5,15.5,0.0,-5.0,-15,10,1
-25.0,-18,-2.6999999999999957,0.0,-58.0,-24,-22,-1
25.0,-45,-24.5,0.0,-45.0,-40,55,1
-70.0,-64,35.5,0.0,-30.0,-34,50,1
-50.0,-20,-3.5,0.0,-57.5,-20,-20,-1
19.0,27,-1.3999999999999915,0.0,-11.0,17,22,1
-69.5,-90,-47.0,0.0,-20.0,0,10,1
35.0,10,29.85,0.0,5.0,10,-6,-1
-155.0,25,12.5,-1.0,-112.5,75,-30,-1
-5.0,20,27.5,0.0,-32.5,20,75,1
0.0,-31,-33.75,0.0,-80.0,-51,-58,-1
-65.0,18,-23.199999999999996,0.0,-48.0,-6,-92,-1
-19.0,-45,13.25,0.0,53.0,40,67,1
50.0,-5,2.0,0.0,-45.0,-15,55,1
-55.0,-25,-10.649999999999991,-1.0,-44.0,-19,9,1
-14.0,-62,-30.0,-1.0,-68.0,-164,7,1
-10.0,-9,19.0,0.0,45.0,-9,28,1
-45.0,-45,22.0,0.0,60.0,25,10,1
25.0,-19,22.5,0.0,225.0,-15,34,1
-34.5,-8,-3.0,0.0,-72.5,-45,5,1
-42.0,-12,44.0,0.0,-107.0,-27,-87,-1
-64.0,-75,-30.0,-1.0,-113.0,-55,-20,-1
50.0,-15,20.25,0.0,10.0,-15,20,1
-42.0,-40,-55.5,-1.0,3.0,-40,7,1
-42.0,-28,-33.75,0.0,-73.0,-28,-29,-1
-15.0,5,-6.5,0.0,12.5,35,25,1
-34.0,35,-7.349999999999994,-1.0,-7.0,-15,-63,-1
175.0,49,58.55,1.0,225.0,44,65,1
57.0,15,20.85,0.0,55.0,15,41,1
-77.5,-20,-7.5,0.0,-92.5,-20,-52,-1
-54.0,10,10.0,0.0,-8.5,15,-2,-1
270.0,-90,-9.5,1.0,300.0,-55,55,1
141.0,20,51.75,0.0,120.0,25,35,1
-142.5,-90,-65.0,0.0,-90.0,-55,10,-1
-35.0,20,44.65,0.0,170.0,10,-24,-1
-90.0,50,-43.5,0.0,-10.0,50,-10,-1
90.0,40,46.5,1.0,134.0,40,90,1
83.0,23,31.450000000000003,0.0,105.0,74,-7,-1
-45.0,-10,20.75,0.0,35.0,-10,-35,-1
10.0,50,12.0,1.0,70.0,20,-25,-1
-12.5,23,37.300000000000004,1.0,-51.5,6,6,1
7.0,-21,-4.299999999999997,0.0,14.0,-19,-71,-1
-115.0,35,-7.450000000000003,0.0,-45.0,20,52,1
-14.0,3,-18.0,0.0,81.0,16,15,1
-38.0,12,-41.25,0.0,-36.0,64,3,1
-17.0,17,29.200000000000003,0.0,23.0,37,22,1
-76.5,-81,-8.899999999999999,0.0,-41.5,-9,65,1
40.0,31,69.5,0.0,65.0,48,-10,-1
18.0,0,15.5,0.0,-32.0,0,7,1
70.0,-55,-3.0,0.0,55.0,-10,40,1
7.0,53,7.5,0.0,27.0,43,-55,-1
-30.0,-15,-23.75,0.0,5.0,-45,-32,-1
25.0,-64,25.5,0.0,-20.0,12,36,1
15.0,-27,40.5,0.0,30.0,-27,35,1
80.0,30,52.5,0.0,74.0,50,57,1
-5.0,15,19.0,0.0,52.0,15,34,1
30.0,30,7.5,0.0,30.0,30,0,-1
-145.0,-38,-13.649999999999991,-1.0,-105.0,14,18,-1
-41.0,24,-6.299999999999997,0.0,-39.0,16,-76,-1
-60.0,47,-5.25,0.0,10.0,47,-19,-1
55.0,-35,-13.0,-1.0,-25.0,-100,25,1
24.0,19,1.6000000000000085,0.0,14.0,22,37,1
35.0,56,23.0,0.0,40.0,47,-15,-1
-21.0,20,26.85,0.0,-20.0,30,-5,-1
-22.0,3,130.5,0.0,-47.0,-2,-12,-1
-100.0,25,-30.0,-1.0,-60.0,-65,-50,-1
7.5,85,66.0,1.0,-10.0,85,0,-1
-65.0,-80,-65.5,0.0,-55.0,-60,-40,-1
20.0,-15,-1.0,0.0,5.0,20,10,1
-87.5,-35,-17.25,0.0,-12.5,60,45,-1
55.0,10,45.0,0.0,0.0,5,-29,-1
-55.5,-29,-14.75,0.0,-85.5,-29,16,1
80.0,35,41.0,0.0,81.0,34,40,1
45.0,10,27.5,0.0,65.0,40,70,1
-23.0,35,6.5,0.0,0.0,35,35,1
178.0,45,42.25,1.0,136.0,35,21,1
90.0,45,48.5,0.0,40.0,25,-18,-1
107.0,22,15.5,0.0,207.0,42,0,-1
23.0,25,30.9,0.0,50.0,25,35,1
26.0,-65,10.0,0.0,155.0,-55,-16,-1
-39.5,-9,-4.299999999999997,0.0,-47.5,0,-35,-1
5.0,-40,-25.0,-1.0,20.0,-40,5,1
-15.0,-17,17.0,0.0,23.0,-7,20,1
-58.0,11,-11.0,0.0,-23.0,1,6,1
18.0,41,71.75,0.0,26.0,39,-16,-1
50.0,-12,29.5,0.0,70.0,-12,12,1
13.0,-7,10.150000000000006,1.0,40.0,5,26,1
55.0,-51,-6.0,0.0,-20.0,-51,-70,-1
10.0,0,-14.5,0.0,-15.0,-85,-40,-1
45.0,65,88.5,0.0,0.0,25,50,1
-21.0,-69,-9.700000000000003,0.0,51.0,11,-21,-1
-39.0,-70,-6.75,0.0,-84.0,-35,3,1
-122.0,-32,-2.5999999999999943,0.0,-23.5,-16,-25,-1
60.0,29,4.5,0.0,30.0,9,27,1
61.0,115,31.75,0.0,11.0,-5,5,1
-5.0,0,-6.5,0.0,29.0,30,1,1
50.0,-5,17.75,1.0,5.0,-30,10,1
45.0,25,41.65,0.0,-35.0,15,21,1
-20.0,0,-8.0,0.0,-15.0,15,-50,-1
14.0,60,54.15,0.0,64.0,45,12,-1
-71.0,20,-16.949999999999996,0.0,44.0,20,8,1
-40.0,-20,7.0,0.0,-55.0,10,2,1
10.0,32,-26.5,0.0,45.0,32,56,1
44.0,41,18.0,0.0,-1.0,6,31,1
120.0,20,63.0,0.0,0.0,10,-7,-1
-37.5,-67,-7.5,0.0,-80.0,-57,4,1
-92.0,-53,-13.099999999999994,0.0,-68.0,5,-13,-1
13.0,44,60.75,0.0,37.0,48,9,1
-30.0,-5,-13.549999999999997,0.0,5.0,5,29,1
2.0,0,-16.64999999999999,0.0,75.0,0,3,-1
-36.0,-2,7.700000000000003,0.0,-26.0,-4,4,1
55.0,5,21.75,0.0,45.0,-5,75,1
78.0,65,29.0,0.0,28.0,35,-6,-1
-30.0,-90,-40.0,0.0,-25.0,-70,-8,-1
-19.0,2,-2.5,0.0,-17.0,4,-24,-1
-39.5,-27,-11.5,0.0,-45.0,-15,19,1
-19.0,55,29.549999999999997,0.0,-47.0,7,54,1
93.0,25,-1.0,1.0,83.0,35,-6,-1
-5.0,10,21.25,0.0,35.0,20,34,1
-35.0,10,-47.0,0.0,65.0,-40,40,1
-23.5,-18,-9.75,0.0,-13.5,-39,-13,-1
75.0,-40,-19.75,0.0,1.0,-62,5,1
-4.0,42,19.25,1.0,81.0,29,32,1
15.0,10,25.0,0.0,-5.0,-10,1,1
40.0,-180,33.0,0.0,40.0,-180,45,1
-33.0,-32,-32.099999999999994,-1.0,-33.0,-35,2,1
12.0,17,27.5,0.0,5.0,5,6,1
-31.0,-23,39.25,0.0,-40.5,21,21,1
-4.0,-25,1.75,0.0,-14.0,-30,11,1
240.0,70,41.75,0.0,55.0,30,85,1
-3.0,-55,-16.5,-1.0,-50.0,-80,-11,-1
-19.5,3,13.149999999999999,0.0,-25.0,15,30,1
-25.0,-55,-26.5,-1.0,5.0,-45,-20,-1
65.0,25,26.75,0.0,0.0,-10,40,1
-27.0,-20,20.25,0.0,-27.0,-20,-53,-1
9.0,2,7.700000000000003,0.0,3.0,-1,-1,-1
-95.0,-10,-6.25,0.0,-30.0,70,-5,-1
-150.0,37,39.0,0.0,-150.0,35,16,-1
-25.0,-48,-35.5,0.0,-65.0,-53,11,1
-49.0,23,16.0,0.0,-9.5,21,-8,-1
-45.0,5,22.0,0.0,10.0,15,-15,-1
55.0,50,36.0,0.0,25.0,50,45,1
-60.0,60,-59.25,0.0,-20.0,-10,-20,-1
11.0,-17,-34.599999999999994,0.0,-26.0,-19,21,1
-20.0,-25,-11.0,0.0,-10.0,40,10,1
60.0,60,36.25,0.0,-15.0,30,-25,-1
-20.0,36,52.0,0.0,10.0,36,10,1
-57.5,-75,-14.5,0.0,-17.5,-5,10,1
20.0,4,22.700000000000003,0.0,105.0,54,60,1
45.0,-25,1.5,0.0,15.0,-15,-30,-1
80.0,-100,37.0,0.0,130.0,0,65,1
25.0,-5,17.0,0.0,15.0,60,55,1
-7.0,-33,-14.5,0.0,-5.0,-15,25,1
-2.0,20,5.75,0.0,-65.0,9,-52,-1
0.0,-23,-24.25,0.0,60.0,5,3,1
-30.0,-62,-22.5,0.0,-77.5,-42,-31,-1
-74.0,-31,-24.599999999999994,0.0,-84.0,-31,-78,-1
-67.0,-22,-22.25,0.0,3.0,-12,-36,-1
-50.0,-15,36.25,0.0,-45.0,-15,-63,-1
-80.0,2,-12.5,0.0,5.0,-55,-27,-1
-20.0,-70,29.75,0.0,-15.0,-10,30,1
-49.0,17,34.0,0.0,-70.0,17,-27,-1
-75.0,-25,-36.25,-1.0,-35.0,-5,-25,-1
-60.0,-25,1.25,0.0,-50.0,40,20,1
94.0,50,26.0,0.0,71.0,50,-25,-1
-36.5,-35,4.0,0.0,-56.5,-40,44,1
-10.0,55,53.25,0.0,-17.5,60,-25,-1
-16.0,29,67.85,0.0,-10.5,39,-36,-1
37.0,-40,-22.0,-1.0,-70.0,-160,7,1
-23.0,20,-5.149999999999999,0.0,-47.5,-43,-30,-1
-50.0,-50,-14.5,0.0,-5.0,0,-20,-1
-13.0,3,16.900000000000006,0.0,-49.0,9,-76,-1
28.0,85,26.0,0.0,38.0,100,-26,-1
20.0,15,-29.75,0.0,45.0,-35,110,1
-25.0,-25,-2.799999999999997,1.0,-15.0,-15,-1,1
-45.0,-11,40.0,1.0,-5.0,22,68,1
-85.0,-30,-1.5,0.0,-10.0,-5,40,1
77.0,42,82.5,1.0,77.0,42,31,1
40.0,75,2.0,0.0,-5.0,-40,-60,1
157.0,27,32.5,0.0,157.0,27,-19,-1
-8.0,-38,-14.5,-1.0,-45.0,-83,-20,-1
131.0,-15,33.25,0.0,68.0,25,17,1
-82.0,5,-24.599999999999994,0.0,0.0,-25,-62,-1
-12.5,40,22.200000000000003,1.0,-72.5,-10,0,-1
-10.0,-10,-1.0,0.0,-35.0,-35,-35,-1
-22.0,-32,-25.849999999999994,0.0,-14.0,-14,66,1
7.5,0,43.75,0.0,-57.5,15,-5,-1
-3.0,3,4.75,0.0,-50.0,-15,-50,-1
-27.0,-23,19.0,0.0,-50.0,-40,0,-1
-15.0,55,3.25,0.0,-45.0,105,-35,-1
20.0,-25,-84.0,0.0,-35.0,-35,-5,-1
-60.0,50,-25.099999999999994,-1.0,-109.0,-50,-80,-1
21.0,-42,27.85000000000001,0.0,-66.0,-44,-20,-1
0.0,-40,-39.25,0.0,0.0,-40,55,1
81.0,46,29.25,0.0,16.0,14,12,1
16.0,-5,-25.75,0.0,-60.0,-60,37,1
-78.0,-105,-35.0,-1.0,-65.0,-55,-25,-1
-130.0,-56,-19.5,0.0,-115.0,-18,-47,-1
-21.0,-15,19.1,0.0,1.0,15,-1,-1
42.0,47,-157.5,0.0,5.0,-65,-9,-1
-101.0,-89,-29.700000000000003,0.0,-29.0,21,-16,-1
-10.0,-20,104.5,0.0,-35.0,-20,-25,-1
-5.0,100,3.25,0.0,5.0,85,-5,-1
179.0,29,35.25,0.0,88.0,-21,29,1
-80.0,-5,-5.25,0.0,-65.0,-35,-100,-1
46.0,22,-12.349999999999994,-1.0,-36.0,-33,27,1
90.0,15,27.5,0.0,15.0,15,40,1
-82.5,-111,-5.149999999999999,0.0,-27.5,-10,7,-1
0.0,-57,7.0,0.0,-62.0,-54,35,1
-7.0,-32,-30.0,0.0,-58.0,-78,-30,-1
-47.0,-35,-41.25,-1.0,-123.0,-25,-10,-1
29.0,8,41.75,0.0,55.0,20,43,1
2.0,3,11.25,0.0,-38.0,3,14,1
73.0,52,32.5,0.0,5.0,30,-10,-1
128.0,43,48.15,1.0,145.0,45,35,1
-45.0,35,-39.25,-1.0,-95.0,5,-45,-1
-10.0,0,-11.0,0.0,-40.0,-15,-10,-1
20.0,45,46.75,0.0,42.0,5,83,1
5.0,-20,35.5,0.0,55.0,0,35,1
8.0,4,5.75,0.0,41.0,59,-3,-1
-7.0,69,-8.25,0.0,-23.0,23,-15,-1
80.0,15,26.0,0.0,30.0,-15,-10,-1
60.0,-40,5.5,0.0,130.0,-5,0,-1
155.0,-15,-6.5,0.0,140.0,-40,-15,-1
18.0,-35,11.0,0.0,-89.0,-38,4,1
-2.0,-4,-2.6999999999999957,0.0,-56.0,-46,-45,-1
190.0,45,36.75,0.0,-20.0,25,20,1
-64.0,-65,14.75,0.0,-20.0,-10,3,1
40.0,-35,47.5,1.0,45.0,10,70,1
5.0,0,16.75,0.0,10.0,-10,0,-1
70.0,70,70.25,1.0,70.0,30,-30,-1
30.0,35,41.0,0.0,30.0,35,25,1
29.0,55,1.0,0.0,-46.0,-15,-73,-1
-25.0,-30,-11.0,0.0,-32.5,10,60,1
-95.0,-81,-25.75,0.0,-58.0,-34,-9,-1
30.0,150,37.5,1.0,0.0,50,10,1
85.0,55,57.75,1.0,40.0,25,11,1
-55.0,-48,-2.0,0.0,-145.0,-53,5,-1
6.0,-1,17.0,0.0,-35.0,-65,-10,-1
65.0,40,56.0,0.0,35.0,40,30,1
-30.0,30,25.6,0.0,-53.0,-33,-40,-1
-70.0,80,2.200000000000003,0.0,10.0,35,-40,-1
130.0,73,38.35,0.0,-2.0,68,-10,-1
40.0,85,67.75,1.0,-25.0,99,15,1
120.0,62,46.5,1.0,60.0,25,76,1
20.0,45,1.25,0.0,-45.0,-35,20,1
-52.5,0,-28.0,0.0,-62.5,-20,-50,-1
28.0,-5,27.5,0.0,155.0,100,40,1
40.0,-10,9.0,0.0,-25.0,-35,70,1
-70.0,-38,38.0,-1.0,-101.5,-39,-22,-1
-90.0,-65,-10.25,0.0,-45.0,-65,-13,-1
-1.0,21,-17.25,0.0,-20.0,-30,-75,-1
-16.0,41,14.75,0.0,61.0,-26,-50,-1
-5.0,7,-9.5,0.0,-40.0,2,20,1
-45.0,-35,-15.75,0.0,70.0,0,75,1
-25.0,-65,26.75,0.0,30.0,-65,50,1
-8.0,13,24.75,0.0,34.0,19,-15,-1
-10.0,-35,-31.5,0.0,-20.0,5,-5,-1
10.0,20,7.5,0.0,30.0,30,-20,-1
50.0,60,48.0,0.0,-35.0,-25,25,1
-8.0,10,-4.5,0.0,38.0,10,43,1
-32.0,-5,34.75,0.0,-25.0,-5,-50,-1
-34.0,-25,-46.099999999999994,-1.0,-10.0,-90,-47,-1
-33.5,-10,54.75,0.0,-5.0,10,-20,-1
3.0,18,11.5,0.0,50.0,19,-11,-1
18.0,5,22.300000000000004,0.0,75.0,53,18,1
-50.0,-20,-8.75,0.0,-62.0,-40,-95,-1
22.0,-6,15.75,0.0,-21.0,-16,72,1
-19.0,-5,-24.549999999999997,0.0,-56.0,-25,-28,-1
-95.0,20,27.0,0.0,-50.0,-25,-50,-1
-80.0,5,-14.450000000000003,0.0,100.0,85,42,1
20.0,50,7.5,0.0,-90.0,-35,-55,-1
-55.0,-45,-41.5,0.0,-70.0,-50,-60,-1
-25.5,16,83.25,0.0,-2.5,40,29,1
-5.0,10,-3.25,0.0,0.0,20,10,1
15.0,-100,2.0,0.0,-35.0,-75,-75,-1
120.0,-46,12.75,0.0,72.0,7,2,1
42.0,30,48.25,0.0,25.0,30,12,1
35.0,-180,-28.75,0.0,45.0,-25,90,1
-50.0,-42,30.5,0.0,-60.0,-62,0,-1
-24.5,-32,-9.5,0.0,-20.0,-25,-16,-1
-9.0,48,36.25,1.0,-39.0,0,-14,-1
0.0,55,82.0,0.0,77.0,65,-31,-1
-29.0,-29,21.1,0.0,-19.0,-29,2,1
54.0,5,-2.5,0.0,5.0,10,15,1
-88.0,-10,-6.0,0.0,-33.0,-30,-71,-1
17.5,55,55.0,1.0,-7.5,25,31,1
0.0,-37,-10.0,-1.0,-20.0,-37,16,1
-37.0,55,12.0,1.0,0.0,10,2,1
28.0,20,41.0,0.0,11.0,23,-28,-1
-25.0,5,-23.75,0.0,-80.0,-45,-80,-1
64.0,-1,5.400000000000006,0.0,26.0,-1,-57,-1
55.0,45,47.35,1.0,99.0,35,115,1
72.0,43,13.050000000000004,0.0,-26.0,13,-36,-1
41.0,30,5.5,0.0,-10.0,0,34,1
-3.0,30,61.75,1.0,10.0,40,58,1
45.0,40,-8.25,0.0,-15.0,-5,25,1
20.0,-30,-17.25,0.0,-41.0,-55,-30,-1
40.0,25,3.25,0.0,40.0,15,-45,1
10.0,-23,-29.5,0.0,12.0,-21,46,1
25.0,-36,48.25,0.0,155.0,80,46,1
40.0,25,22.5,0.0,19.0,25,42,1
41.0,-5,49.0,0.0,-19.0,-45,14,1
68.0,50,49.0,0.0,12.0,32,93,1
26.0,-1,-5.450000000000003,0.0,-7.0,-14,14,1
60.0,45,26.0,0.0,10.0,45,80,1
70.0,80,37.5,0.0,70.0,40,62,1
22.0,-8,-111.5,0.0,3.0,-28,10,1
50.0,42,46.0,0.0,25.0,47,19,1
3.0,-41,20.0,0.0,5.0,-26,76,1
31.0,-3,14.850000000000001,0.0,0.0,0,-28,-1
-13.0,-30,7.8500000000000085,0.0,5.0,-25,37,1
-5.0,-80,-6.75,0.0,85.0,10,35,1
-35.0,-47,-13.0,-1.0,-55.0,-87,-38,-1
-25.0,-15,2.5,0.0,-30.0,-20,-50,-1
-41.5,-25,14.0,0.0,-133.5,-20,-45,-1
-18.0,10,-6.5,0.0,-7.5,30,11,1
-62.5,-40,9.75,0.0,-7.5,-10,20,1
-60.0,-35,14.75,0.0,0.0,-15,-15,-1
20.0,-6,52.5,0.0,60.0,60,56,1
20.0,-70,24.0,0.0,50.0,-55,0,-1
3.0,-25,2.5,0.0,0.0,10,7,1
0.0,-10,-30.0,0.0,-36.0,-56,5,1
32.0,-1,-9.849999999999994,0.0,5.0,-18,79,1
42.0,28,44.25,0.0,-2.0,-33,-33,-1
-10.0,0,40.5,0.0,5.0,-20,-55,-1
195.0,10,43.650000000000006,0.0,260.0,75,-20,1
-34.0,-29,-27.25,0.0,-40.0,-11,30,1
-89.0,-45,-12.349999999999994,0.0,-57.5,-55,-25,-1
10.0,-5,1.0,0.0,-5.0,-5,-21,-1
-4.0,-10,-15.149999999999999,0.0,35.0,5,15,1
65.0,55,63.25,1.0,45.0,35,-15,-1
-40.0,-25,-5.549999999999997,0.0,55.0,-10,-71,-1
-40.0,20,82.0,1.0,-10.0,20,-10,-1
-8.0,-30,3.5,-1.0,-65.0,-50,-123,-1
52.0,33,41.75,0.0,45.0,35,35,1
38.0,-8,9.300000000000004,0.0,15.0,-4,-17,-1
-29.0,-5,49.0,1.0,-9.0,15,64,1
-26.0,-27,84.5,0.0,-7.0,46,20,1
101.0,70,49.85,0.0,30.0,40,13,1
9.0,-44,14.25,0.0,101.0,40,31,1
-70.0,-125,-14.5,0.0,-42.5,-5,45,-1
-20.0,-70,57.5,0.0,-37.5,65,0,-1
84.0,35,58.75,0.0,75.0,-5,-1,-1
0.0,105,31.0,0.0,-30.0,-30,0,-1
50.0,15,11.0,0.0,0.0,10,-15,-1
-25.0,-20,-10.0,-1.0,-50.0,-20,-45,-1
74.0,66,70.25,1.0,115.0,75,70,1
50.0,67,39.5,0.0,18.0,20,24,1
50.0,70,35.400000000000006,1.0,23.0,60,61,1
47.0,8,10.600000000000001,0.0,17.0,8,24,1
-62.5,-30,-28.75,0.0,-47.5,-20,-40,-1
8.0,-41,-38.0,0.0,-23.0,-61,-23,-1
-8.0,5,-4.5,0.0,-21.0,5,-25,-1
-65.0,-45,-62.25,0.0,-15.0,-15,-5,-1
33.0,25,9.75,0.0,-14.0,-12,-27,-1
15.0,15,54.5,0.0,-15.0,15,-5,-1
-30.0,-10,21.25,0.0,3.0,35,-25,-1
-2.0,-34,3.75,0.0,-19.0,-46,-70,-1
20.0,0,12.200000000000003,0.0,-20.0,-30,40,1
-35.0,-50,-13.0,-1.0,-65.0,-50,5,1
-104.0,-10,-39.349999999999994,0.0,-45.0,-35,-50,-1
-119.0,-40,-34.349999999999994,0.0,-80.0,-35,17,1
-65.0,-89,-27.349999999999994,-1.0,-75.0,-42,-58,-1
-16.0,-15,-9.25,0.0,-7.0,-35,-35,-1
-43.0,5,-45.75,0.0,-63.0,-55,2,1
70.0,-40,-25.0,-1.0,70.0,-40,-45,-1
135.0,32,25.5,0.0,80.0,15,95,1
-77.5,25,-29.5,0.0,-122.5,-60,-105,-1
55.0,21,107.5,0.0,60.0,-45,24,1
-47.5,-30,-25.099999999999994,-1.0,-106.5,-30,-25,-1
25.0,62,46.75,0.0,18.0,45,4,1
151.0,-20,49.65,0.0,90.0,-30,-14,-1
68.0,14,-3.0999999999999943,0.0,92.0,27,-33,-1
5.0,-30,-25.25,0.0,45.0,-45,-50,-1
-62.0,-10,-14.5,0.0,-38.0,-40,-22,-1
-40.0,-95,-40.0,-1.0,30.0,-45,-15,-1
0.0,-51,2.5,0.0,5.0,-1,-10,-1
10.0,60,10.75,1.0,150.0,60,-10,-1
-4.0,-15,5.0,0.0,-122.0,-50,-92,-1
46.0,42,29.950000000000003,0.0,3.0,24,65,1
-82.5,-30,-1.0,0.0,-67.5,-60,-85,-1
-30.0,0,15.0,0.0,30.0,0,0,-1
-85.0,105,-39.5,0.0,-55.0,155,-40,-1
-53.0,-30,2.8500000000000085,-1.0,-63.0,-40,-55,-1
-29.5,65,15.5,0.0,-74.5,15,-13,-1
-15.0,-40,-26.5,-1.0,-85.0,-45,-40,-1
30.0,-70,-16.5,0.0,90.0,-10,10,-1
65.0,65,68.5,0.0,25.0,45,-47,1
-90.0,-38,-9.399999999999999,0.0,-23.0,-28,8,1
23.0,23,53.15,0.0,-15.0,25,25,1
-47.0,-77,-15.0,0.0,-2.0,-12,-15,-1
-32.5,-3,33.7,1.0,-49.0,-10,27,1
35.0,20,16.0,0.0,25.0,-5,-5,-1
-7.5,23,11.0,0.0,-27.5,3,-2,-1
23.0,27,31.85,0.0,35.0,20,30,1
70.0,-5,-6.75,0.0,-10.0,-45,-10,-1
-22.5,-8,15.800000000000004,0.0,-2.5,-8,53,1
50.0,4,27.0,-1.0,-35.0,25,1,1
38.0,10,14.25,0.0,-24.0,-47,17,1
27.0,48,46.800000000000004,0.0,3.0,2,-11,-1
45.0,7,3.700000000000003,0.0,33.0,-69,70,1
15.0,49,34.55,0.0,45.0,49,35,1
-74.5,70,13.899999999999999,0.0,2.5,20,-47,-1
10.0,-10,-21.89999999999999,0.0,-20.0,-20,85,1
136.0,10,47.5,0.0,135.0,10,39,1
-28.0,-10,3.25,0.0,-18.0,-10,-38,-1
-50.0,80,-54.25,0.0,-10.0,-35,-20,-1
130.0,50,20.5,0.0,55.0,-15,-60,-1
-1.0,7,33.0,0.0,-14.5,12,1,1
40.0,5,-25.0,-1.0,40.0,20,-25,-1
-30.0,10,14.75,0.0,70.0,-45,-3,-1
-35.0,-22,-18.75,0.0,-100.0,-50,-28,-1
0.0,-45,-3.75,0.0,15.0,5,-65,-1
-110.0,-40,22.5,-1.0,-65.0,-30,-45,-1
-25.0,-5,-21.25,-1.0,-90.0,-40,-55,-1
-47.0,-68,24.5,0.0,26.0,-28,51,1
-97.0,-35,-16.1,0.0,-15.0,50,3,1
35.0,13,42.0,0.0,42.0,-10,26,1
-55.5,-30,-18.0,0.0,-68.5,-32,-21,-1
70.0,-45,-5.25,0.0,81.0,-33,-18,-1
27.0,42,-12.5,0.0,2.0,-3,-9,-1
-10.0,52,5.5,0.0,-47.0,0,44,1
67.0,35,44.25,0.0,50.0,15,0,-1
27.0,38,39.5,0.0,32.0,27,8,1
-50.0,-15,-21.5,0.0,45.0,35,40,1
